HIDROREY INDUSTRIAL,,,,,,,,,,,,,,,,,,,
Fecha:,,15/12/2025,,,,Catálogo de Productos,,,,,,,,,,Página:,,1,
Hora:,,14:23:05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Clase,,,Clave,Nombre,Atributo,,Unidad,Grupo,,Subgrupo,Ma. Lo.,D. Vi.,,Tipo de Producto,,,,,Clave SAT
LIMPIEZA,,,1245861,"STRAP ASSY, SQGE, 700MM [T7/T7AMR], YL",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,12459,"SCREW, HEX, M6 X 1.00 X 20, FMG",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1245930,"BLADE ASSY, SQGE, OUTER, URE",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1245931,"BLADE ASSY, SQGE, INNER, URE",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1245933,"BLADE ASSY, SQGE, INNER, URE",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1246392,"POTENTIOMETER [100K, 1 TURN, MULTI-MACH]",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1246421,"CHARGER, 36VDC 20A 115-240VAC [ONB]",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1246592,"BRUSH ASSY, DISK, SCB, 14.0D, PYP",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1246594,"DRIVER ASSY, PAD, 16.0D, BRUSH",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1246595,"BRUSH ASSY, DISK, SCB, 16.0D, NYL",,,PIEZA,TENNANT,,FREGADORAS,,,,CONSUMIBLES,,,,47121600,
,T600,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1246596,"BRUSH ASSY, DISK, SCB, 16.0D, PYP",,,PIEZA,TENNANT,,FREGADORAS,,,,CONSUMIBLES,,,,47121600,
,T600,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1246598,"BRUSH ASSY, DISK, SCB, 16.0D, HD PYP",,,PIEZA,GIANT PUMP,,P420A,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1246662,"WHEEL, DRIVE, AC | See Breakdown",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1246663,"WHEEL ASSY, DRIVE",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1246719,"HOSE ASSY, DRAIN, 1.5ID X 21.9L [PU]",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1246791,"BRUSH ASSY, DISK, SCB, 14.0D, NYL",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1247144,"HOSE ASSY, DRAIN, 1.5ID X 21.0L [PU]",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1248221,"HOSE ASSY, DRAIN, 1.5ID X 11.0L [PVC]",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1248221I,"NUT, HEX, FLNG, M6 X 1.00",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1248221|,"HOSE ASSY, DRAIN, 1.5ID X 11.0L [PVC]",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1248740,838R BARREDORA HOMBRE ABORDO,,,PIEZA,TENNANT,,BARREDORAS,,,,BARREDORAS,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1249585,"CONTROLLER, DRIVE [T16/S16]",,,PIEZA,GIANT PUMP,,P420A,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1249770,"RADIATOR, W/ HYD COOLER [SIDE X SIDE]",,,PIEZA,TENNANT,,BARREDORAS,,,,REFACCIONES,,,,47121600,
,"RADIADOR GM  
SUST 1045940",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,125-13,36V 750 AMPER,,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,1250-0562-125,POLYSEAL 1250-0562-125,,,PIEZA,ART.PAPELE,,,,,,VARIOS,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1250046,"CHARGER, 24VDC 25A 100-240VAC [ON-BOARD",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1250280,PARTE 35 BALL RMV25G30,,,PIEZA,ANNOVI,,RMV,,,,DESPIE BOMBAS,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1250482,"HOSE ASSY, DRAIN, 1.5ID X 15.5L [PVC]",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1251236,SCRUBBER [i-mop W/BATTERY AND CHARGER],,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1251238,BATERIAS PARA EQUIPO T260,,,H87,TENNANT,,,,,,CONSUMIBLES,,,,47121600,
,"BATTERY, AGM, 12VDC 0135AH, CH (X2)   PARA T260",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1251268,S6 BARREDORA HOMBRE CAMINANDO,,,PIEZA,TENNANT,,,,,,BARREDORAS,,,,47121600,
,"25"" (635mm) cleaning path, 1.25 cu. Ft (35 L) hopper capacity, 42 AH sealed battery and on-board charger.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1251272,S7 BARREDORA HOMBRE CAMINANDO,,,PIEZA,TENNANT,,,,,,BARREDORAS,,,,47121600,
,"WALL-BEHIND 28"" (700mm) cleaning path, 1.6 cu. Ft (45 L) hopper capacity,  140AH sealed battery on-board charger.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1251388,"HOSE ASSY, DRAIN, REEMPL. 1213010",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1251580,CS5 Li-ON Battery Micro-Scrubber,,,PIEZA,TENNANT,,RENTATENNA,,,,RESTREGADORA,,,,47121600,
,"11"" CLEANING PATH, 5.5 AH LITHIUM BATTERY, REMOVABLE FILL DUMP NEARLY ANYWHERE 1.3 GALLON /5 LITER) SOLUTION % RECOVERY
MARCA TENNANT",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1251887,"LABEL, OPERTNL, CONSOLE, LH [T16]",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1251982,"PUMP, FUEL",,,PIEZA,GIANT PUMP,,P420A,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1252618,V-CAN-16 Premium Dry Canister Vacuum Cle,,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1253442,"BLADE, SQGE, REAR, LINATEX",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,HULE ESCURRIDOR TRASERO,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1253546,"BRUSH, DISK, SWP, 32.0D, PYP / FTW",,,PIEZA,GIANT PUMP,,P420A,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1253548,"BRUSH, DISK, SWP, 32.0D, PYP",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1253977,"TANK, SOLTN, RM-CPTL, TRIMMED",,,PIEZA,GIANT PUMP,,P420A,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1254123,"CHARGER, 24VDC, 650W,100-240VAC",,,PIEZA,GIANT PUMP,,P420A,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1254686,"BRUSH, SWP, 35.9L, SPL, PYP/WIR [BRONZE]",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1255137,"FAN, VACUUM, 5.7D, 024VDC, 3 STAGE",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,24VDC,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1255358,"SCREW, BTN, M8 X 1.25 X 85, SS",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1255493,"FAN, VAC",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1255747,"LABEL , SHEET, AGM BATTERY (CN) (X2)",,,H87,TENNANT,,FREGADORAS,,,,CONSUMIBLES,,,,,
,"LABEL , SHEET, AGM BATTERY (CN) (X2)   PARA EQUIPO T260",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1255810,"CIRCUITBREAKER, 60.0A, SHORT HANDLE",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1255932,"WHEEL ASSY, DRIVE",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1255933,"WHEEL, DRIVE, AC",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1256757,"POTENTIOMETER [100K, 1 TURN, MULTI-MACH]",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1257204,"CHARGER, 24VDC, 650W,100-240VAC[OFF BRD]",,,PIEZA,GIANT PUMP,,P420A,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1257706,"PLATE WLDT, SHAFT, FAN",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1257986,"SHEAVE, MACH",,,PIEZA,GIANT PUMP,,P420A,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1259512,"COVER, MOTOR, HG | (Gray)",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1259513,"COVER, DUST CONTROL, HG | (Teal)",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1259514,"BASE, DUST CONTROL, HG | (Gray)",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1259515,"HOUSING, FILTER, HEPA, HG | (Gray)",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,125BW,CRIMPADORA INDUSTRIAL 3F HDY120,,,PIEZA,,,,,,,HERRAMIENTAS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1260091,WASHER (SLINGER),,,PIEZA,ANNOVI,,XMA,,,,DESPIE BOMBAS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1260100,PISTON WASHER,,,PIEZA,ANNOVI,,XMA,,,,DESPIE BOMBAS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1260110,NUT M8,,,PIEZA,ANNOVI,,XMA,,,,DESPIE BOMBAS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1260130,HIGH PRESSURE PACKING,,,PIEZA,ANNOVI,,XMA,,,,DESPIE BOMBAS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1260162,VALVE CAP,,,PIEZA,ANNOVI,,XMA,,,,REPUESTOS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1260250,OIL SINGHT GLASS MIRILLA,,,PIEZA,ANNOVI,,XMA,,,,REPUESTOS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1260430,SNAP RING,,,PIEZA,ANNOVI,,XMA,,,,DESPIE BOMBAS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1260440,LOW PRESSURE SEAL,,,PIEZA,ANNOVI,,XMA,,,,DESPIE BOMBAS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1260750,OIL SEAL,,,PIEZA,ANNOVI,,XMA,,,,DESPIE BOMBAS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1260790,CIRCLIP DIAM I52,,,PIEZA,ANNOVI,,XMA,,,,DESPIE BOMBAS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1262245,"BATTERY, AGM, 06VDC 0210AH",,,PIEZA,GIANT PUMP,,P420A,,,,CONSUMIBLES,,,,47121600,
,"BATTERY, AGM, 06VDC 0210AH
BATERIAS",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1263271,"SCRUBBER, [I-MOP LITE W/BATT & CHRGR]",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1263336,"HOSE, HYD, MED04, JF04STR/SM04, 028.0",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1264136,"HUB, DRIVE, 3LUG, ALM-NYL, 17MM[T2,T300]",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1265382,"VALVE KIT, HYD, CHECK, 0100PSI OF06/OF06",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,126587,"WASHER, OIL SEAL",,,PIEZA,CATPUMP,,3537,,,,BOMBAS,,,,,
,"WASHER , OIL SEAL CAT PUMP 3537",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,126592,"Washer, Oil Seal",,,PIEZA,CATPUMP,,CAT660,,,,BOQUILLAS ALTA,,,,,
,"126592
Washer, Oil Seal",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,12677,"RETAINER, SIDE, BRUSH",,,PIEZA,GIANT PUMP,,P420A,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1269050,VALVULA XMA SUELTA,,,PIEZA,ANNOVI,,XMA,,,,DESPIE BOMBAS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
OBS,,,1286,FILTRO Y STRAINER 1/2 BRONCE,,,PIEZA,,,,,,,X_OBSOLETOS,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,12876,"BRUSH KIT, REPAIR",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,13-3239-4,13-3239-4 TAPON RUEDA TRASERA,,,PIEZA,PULIDORAS,,MASISA,,,,VARIOS,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,13-33114,(00-70307) Fuse 5x20 4A,,,PIEZA,VAPOR,,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,13-36002,(00-70769) Buzzer DC12V,,,PIEZA,VAPOR,,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
ADMON,,,130-101,ANTICIPO ISR DIFERIDO,,,-,,,,,,Ser.,VARIOS,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,130-201,IMPUESTO SOBRE DEPOSITOS EN EFECTIVO,,,-,,,,,,Ser.,VARIOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,130040,"TIE, CABLE, NYL, 06.0L .12W",,,PIEZA,GIANT PUMP,,P420A,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,13010-Z6L-003,JUEGO DE ANILLOS STD 20. 3HP GX630,,,PIEZA,MOTORES,,COMBUSTION,,,,REFACCIONES,,,,26101700,
,JUEGO DE ANILLOS STD 20. 3HP GX630,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,13010-ZE8-601,"JUEGO DE ANILLOS STD 9HP, 18HP GX270, 62",,,PIEZA,MOTORES,,COMBUSTION,,,,VARIOS,,,,,
,"JUEGO DE ANILLOS STD 9HP, 18HP, GX270, 620",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,130155,CONECTOR DE BATERIA GREY,,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,5680,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,130201,"CORD, POWER, 16/3, 02",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13022,PLUNGER PIPE GP5100 32MM,,,PIEZA,GIANT PUMP,,,,,,REPUESTOS,,,,40151721,
,"PLUNGER PIPE GP5100 32MM   
11.0244 SPECK",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13031,TENSIONING SCREW LP600,,,PIEZA,GIANT PUMP,,,,,,REPUESTOS,,,,40151721,
,"TENSIONING SCREW LP600    
07.0744 SPECK",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,130364,CABLE,,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,130406,MOTOR VAC 5.72 STG 120V,,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,,
,FAN VACUUM 5.7D  120VAC  2 STAGE (QBP),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,130406AM,"FAN, VACUUM, 5.7D, 120VAC, 2 STAGE (QBP)",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,1304100,CABLE USO RUDO ST 4C/10 1304100,,,METRO,MOTORES,,ELECTRICO,,,,PARTES,,,,,
,CABLE USO RUDO ST 4C/10 1304100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13046,"PLUNGER PIPE, LP400",,,JUEGO,,GIANT PUMP,MP4120,,,,REPUESTOS,,,,40151712,
,,,,,,,,,"PLUNGER PIPE, LP400",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,130477AM,"Fan, Vacuum",,,PIEZA,,TENNANT,BARREDORAS,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,130753,"BOOT, SWITCH, .47-32 , 1.00L, BLK [2550]",,,PIEZA,,TENNANT,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,130773,"TIE, CABLE, NYL, 11.0L, .14W, 3.0 MAX. D",,,PIEZA,,TENNANT,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,130785,"SWITCH, KEY, 150VAC 16A",,,PIEZA,,TENNANT,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,130869,BATTERY 130 AH,,,PIEZA,,TENNANT,FREGADORAS,,,,CONSUMIBLES,,,,,
,TENNANT MOD T3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13115,V-SLEEVE,,,PIEZA,,GIANT PUMP,LP301A,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13125,"E/8"" X 1/2"" PUSHLOCK FITTING",,,PIEZA,,GIANT PUMP,GP61453100,,,,REPUESTOS,,,,,
,"E/8"" X 1/2"" PUSHLOCK FITTING",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13141-0001,O´RING,,,PIEZA,,GIANT PUMP,GP61453100,,,,REPUESTOS,,,,,
,O´RING,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,13156,"ARM WLDT, BRUSH, MAIN, DRIVE",,,PIEZA,,TENNANT,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,1318,"TIP, RBR, 0.94D 0.59B",,,PIEZA,,TENNANT,,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1321190,BEARING,,,PIEZA,,ANNOVI,XMA,,,,DESPIE BOMBAS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13215,GROOVED RING,,,PIEZA,,GIANT PUMP,GP61453100,,,,REPUESTOS,,,,,
,GROOVED RING,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13216-0100,SEAL RETAINER,,,PIEZA,,GIANT PUMP,GP61453100,,,,REPUESTOS,,,,,
,SEAL RETAINER,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13217-0100,CIRCLIP,,,PIEZA,,GIANT PUMP,GP61453100,,,,REPUESTOS,,,,,
,CIRCLIP,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13219,PLUNGER CONNECTION,,,PIEZA,,GIANT PUMP,,,,,REPUESTOS,,,,40151721,
,"PLUNGER CONNECTION    
07.2220 SPECK",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13220,"CERAMIC PLUNGER PIPE, 28MM, GP6128",,,PIEZA,,GIANT PUMP,LP301A,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,1322730,HEAD BOLT M6X60,,,PIEZA,,ANNOVI,XMA,,,,DESPIE BOMBAS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13228,LEAKAGE SEAL,,,PIEZA,,GIANT PUMP,LP301A,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13238,SEAL RING,,,PIEZA,,GIANT PUMP,LP301A,,,,REPUESTOS,,,,,
,SEAL RING,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13240,SEAL CASE LP301A,,,PIEZA,,GIANT PUMP,LP301A,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13241,SUPPORT RING,,,PIEZA,,GIANT PUMP,LP301A,,,,REPUESTOS,,,,,
,SUPPORT RING,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,13248,"WASHER, FLAT, 0.40B 1.12D.12, STL, PL",,,PIEZA,,TENNANT,BARREDORAS,,,,REFACCIONES,,,,,
,"WASHER, FLAT, 0.40B 1.12D.12, STL, PL",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13262,13262 GASKET FOR PWG,,,PIEZA,,GIANT PUMP,P316,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13272,RADIAL SHAFT SEAL p/GP5136,,,PIEZA,,GIANT PUMP,P200,,,,REPUESTOS,,,,40151725,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13282,OIL SCRAPER,,,PIEZA,,GIANT PUMP,LP301A,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13284,RADIAL SHAFT SEAL p/GP5136,,,PIEZA,,GIANT PUMP,P200,,,,REPUESTOS,,,,40151725,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13286,ORING NBR GIANT P/GP5145,,,PIEZA,,GIANT PUMP,P200,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13294,SLEEVE,,,PIEZA,,GIANT PUMP,GP61453100,,,,REPUESTOS,,,,,
,SLEEVE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,13296,RETEN  DE CARTER,,,PIEZA,,CATPUMP,3537,,,,BOMBAS,,,,,
,SEAL OIL CRANKSHAFT CAT PUMP 3537,,,,,,,,,,,,,,,,,,
